OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
cisco,1.3.6.1.4.1.9,,,objectidentity,,""
products,1.3.6.1.4.1.9.1,,,objectidentity,,""
gateway_server,1.3.6.1.4.1.9.1.1,,,objectidentity,,""
terminal_server,1.3.6.1.4.1.9.1.2,,,objectidentity,,""
trouter,1.3.6.1.4.1.9.1.3,,,objectidentity,,""
protocol_translator,1.3.6.1.4.1.9.1.4,,,objectidentity,,""
igs_sysID,1.3.6.1.4.1.9.1.5,,,objectidentity,,""
c3000_sysID,1.3.6.1.4.1.9.1.6,,,objectidentity,,""
c4000_sysID,1.3.6.1.4.1.9.1.7,,,objectidentity,,""
c7000_sysID,1.3.6.1.4.1.9.1.8,,,objectidentity,,""
cs_500_sysID,1.3.6.1.4.1.9.1.9,,,objectidentity,,""
c2000_sysID,1.3.6.1.4.1.9.1.10,,,objectidentity,,""
agsplus_sysID,1.3.6.1.4.1.9.1.11,,,objectidentity,,""
c7010_sysID,1.3.6.1.4.1.9.1.12,,,objectidentity,,""
c2500_sysID,1.3.6.1.4.1.9.1.13,,,objectidentity,,""
c4500_sysID,1.3.6.1.4.1.9.1.14,,,objectidentity,,""
local,1.3.6.1.4.1.9.2,,,objectidentity,,""
lsystem,1.3.6.1.4.1.9.2.1,,,objectidentity,,""
romId,1.3.6.1.4.1.9.2.1.1,displaystring,read-only,objecttype,scalar,"This variable contains a printable octet string which contains the System Bootstrap description and version identification."
whyReload,1.3.6.1.4.1.9.2.1.2,displaystring,read-only,objecttype,scalar,"This variable contains a printable octet -- cisco MIB [Page 3] -- -- Request for Comments: Draft cisco Systems, Inc. string which contains the reason why the system was last restarted."
hostName,1.3.6.1.4.1.9.2.1.3,displaystring,read-only,objecttype,scalar,"This variable represents the name of the host in printable ascii characters."
domainName,1.3.6.1.4.1.9.2.1.4,displaystring,read-only,objecttype,scalar,"This variable is the domain portion of the domain name of the host."
authAddr,1.3.6.1.4.1.9.2.1.5,ipaddress,read-only,objecttype,scalar,"This variable contains the last SNMP authorization failure IP address."
bootHost,1.3.6.1.4.1.9.2.1.6,ipaddress,read-only,objecttype,scalar,"Contains the IP address of the host that supplied the currently running software."
ping,1.3.6.1.4.1.9.2.1.7,integer,read-write,objecttype,scalar,"Supplies a way to ping a host from this entity. The ping variable takes the following instance identifiers: 1 - IP protocol ping. IP - address to ping. integer - count of packets to send. integer - size of ping packet. integer - timeout delay between packets."
freeMem,1.3.6.1.4.1.9.2.1.8,integer,read-only,objecttype,scalar,"Return the amount of free memory in bytes."
bufferElFree,1.3.6.1.4.1.9.2.1.9,integer,read-only,objecttype,scalar,"Contains the number of free buffer elements."
bufferElMax,1.3.6.1.4.1.9.2.1.10,integer,read-only,objecttype,scalar,"Contains the maximum number of buffer elements."
bufferElHit,1.3.6.1.4.1.9.2.1.11,integer,read-only,objecttype,scalar,"Contains the number of buffer element hits."
bufferElMiss,1.3.6.1.4.1.9.2.1.12,integer,read-only,objecttype,scalar,"Contains the number of buffer element misses."
bufferElCreate,1.3.6.1.4.1.9.2.1.13,integer,read-only,objecttype,scalar,"Contains the number of buffer element creates."
bufferSmSize,1.3.6.1.4.1.9.2.1.14,integer,read-only,objecttype,scalar,"Contains the size of small buffers."
bufferSmTotal,1.3.6.1.4.1.9.2.1.15,integer,read-only,objecttype,scalar,"Contains the total number of small buffers."
bufferSmFree,1.3.6.1.4.1.9.2.1.16,integer,read-only,objecttype,scalar,"Contains the number of free small buffers."
bufferSmMax,1.3.6.1.4.1.9.2.1.17,integer,read-only,objecttype,scalar,"Contains the maximum number of small buffers."
bufferSmHit,1.3.6.1.4.1.9.2.1.18,integer,read-only,objecttype,scalar,"Contains the number of small buffer hits."
bufferSmMiss,1.3.6.1.4.1.9.2.1.19,integer,read-only,objecttype,scalar,"Contains the number of small buffer misses."
bufferSmTrim,1.3.6.1.4.1.9.2.1.20,integer,read-only,objecttype,scalar,"Contains the number of small buffer trims."
bufferSmCreate,1.3.6.1.4.1.9.2.1.21,integer,read-only,objecttype,scalar,"Contains the number of small buffer creates."
bufferMdSize,1.3.6.1.4.1.9.2.1.22,integer,read-only,objecttype,scalar,"Contains the size of medium buffers."
bufferMdTotal,1.3.6.1.4.1.9.2.1.23,integer,read-only,objecttype,scalar,"Contains the total number of medium buffers."
bufferMdFree,1.3.6.1.4.1.9.2.1.24,integer,read-only,objecttype,scalar,"Contains the number of free medium buffers."
bufferMdMax,1.3.6.1.4.1.9.2.1.25,integer,read-only,objecttype,scalar,"Contains the maximum number of medium buffers."
bufferMdHit,1.3.6.1.4.1.9.2.1.26,integer,read-only,objecttype,scalar,"Contains the number of medium buffer hits."
bufferMdMiss,1.3.6.1.4.1.9.2.1.27,integer,read-only,objecttype,scalar,"Contains the number of medium buffer misses."
bufferMdTrim,1.3.6.1.4.1.9.2.1.28,integer,read-only,objecttype,scalar,"Contains the number of medium buffer trims."
bufferMdCreate,1.3.6.1.4.1.9.2.1.29,integer,read-only,objecttype,scalar,"Contains the number of medium buffer creates."
bufferBgSize,1.3.6.1.4.1.9.2.1.30,integer,read-only,objecttype,scalar,"Contains the size of big buffers."
bufferBgTotal,1.3.6.1.4.1.9.2.1.31,integer,read-only,objecttype,scalar,"Contains the total number of big buffers."
bufferBgFree,1.3.6.1.4.1.9.2.1.32,integer,read-only,objecttype,scalar,"Contains the number of free big buffers."
bufferBgMax,1.3.6.1.4.1.9.2.1.33,integer,read-only,objecttype,scalar,"Contains the maximum number of big buffers."
bufferBgHit,1.3.6.1.4.1.9.2.1.34,integer,read-only,objecttype,scalar,"Contains the number of big buffer hits."
bufferBgMiss,1.3.6.1.4.1.9.2.1.35,integer,read-only,objecttype,scalar,"Contains the number of big buffer misses."
bufferBgTrim,1.3.6.1.4.1.9.2.1.36,integer,read-only,objecttype,scalar,"Contains the number of big buffer trims."
bufferBgCreate,1.3.6.1.4.1.9.2.1.37,integer,read-only,objecttype,scalar,"Contains the number of big buffer creates."
bufferLgSize,1.3.6.1.4.1.9.2.1.38,integer,read-only,objecttype,scalar,"Contains the size of large buffers."
bufferLgTotal,1.3.6.1.4.1.9.2.1.39,integer,read-only,objecttype,scalar,"Contains the total number of large buffers."
bufferLgFree,1.3.6.1.4.1.9.2.1.40,integer,read-only,objecttype,scalar,"Contains the number of free large buffers."
bufferLgMax,1.3.6.1.4.1.9.2.1.41,integer,read-only,objecttype,scalar,"Contains the maximum number of large buffers."
bufferLgHit,1.3.6.1.4.1.9.2.1.42,integer,read-only,objecttype,scalar,"Contains the number of large buffer hits."
bufferLgMiss,1.3.6.1.4.1.9.2.1.43,integer,read-only,objecttype,scalar,"Contains the number of large buffer misses."
bufferLgTrim,1.3.6.1.4.1.9.2.1.44,integer,read-only,objecttype,scalar,"Contains the number of large buffer trims."
bufferLgCreate,1.3.6.1.4.1.9.2.1.45,integer,read-only,objecttype,scalar,"Contains the number of large buffer creates."
bufferFail,1.3.6.1.4.1.9.2.1.46,integer,read-only,objecttype,scalar,"Count of the number of buffer allocation failures."
bufferNoMem,1.3.6.1.4.1.9.2.1.47,integer,read-only,objecttype,scalar,"Count of the number of buffer create failures due to no free memory."
netConfigAddr,1.3.6.1.4.1.9.2.1.48,ipaddress,read-only,objecttype,scalar,"Holds the address of the host that supplied the network-confg file."
netConfigName,1.3.6.1.4.1.9.2.1.49,displaystring,read-only,objecttype,scalar,"Holds the name of the network configuration file."
netConfigSet,1.3.6.1.4.1.9.2.1.50,displaystring,read-write,objecttype,scalar,"Permit the loading of a new network-confg file using TFTP."
hostConfigAddr,1.3.6.1.4.1.9.2.1.51,ipaddress,read-only,objecttype,scalar,"Contains the address of the host that provided the host-config file."
hostConfigName,1.3.6.1.4.1.9.2.1.52,displaystring,read-only,objecttype,scalar,"Contains the name of the last configured host-confg file."
hostConfigSet,1.3.6.1.4.1.9.2.1.53,displaystring,read-write,objecttype,scalar,"Permit the loading of a new host-confg file using TFTP."
writeMem,1.3.6.1.4.1.9.2.1.54,integer,read-write,objecttype,scalar,"Write configuration into non-volatile memory / erase config memory if 0."
writeNet,1.3.6.1.4.1.9.2.1.55,displaystring,read-write,objecttype,scalar,"Write configuration to host using TFTP."
busyPer,1.3.6.1.4.1.9.2.1.56,integer,read-only,objecttype,scalar,"CPU busy percentage in the last 5 second period. Not the last 5 realtime seconds but the last 5 second period in the scheduler."
avgBusy1,1.3.6.1.4.1.9.2.1.57,integer,read-only,objecttype,scalar,"1 minute exponentially-decayed moving average of the CPU busy percentage."
avgBusy5,1.3.6.1.4.1.9.2.1.58,integer,read-only,objecttype,scalar,"5 minute exponentially-decayed moving average of the CPU busy percentage."
idleCount,1.3.6.1.4.1.9.2.1.59,integer,read-write,objecttype,scalar,"cisco internal variable. not to be used"
idleWired,1.3.6.1.4.1.9.2.1.60,integer,read-write,objecttype,scalar,"cisco internal variable. not to be used"
