OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
ipSystemStatsInMcastOctets,1.3.6.1.2.1.4.31.1.1.36,counter32,read-only,objecttype,column,"The total number of octets received in IP multicast datagrams. Octets from datagrams counted in ipSystemStatsInMcastPkts MUST be counted here. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCInMcastOctets,1.3.6.1.2.1.4.31.1.1.37,counter64,read-only,objecttype,column,"The total number of octets received in IP multicast datagrams. This object counts the same octets as ipSystemStatsInMcastOctets, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutMcastPkts,1.3.6.1.2.1.4.31.1.1.38,counter32,read-only,objecttype,column,"The number of IP multicast datagrams transmitted. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCOutMcastPkts,1.3.6.1.2.1.4.31.1.1.39,counter64,read-only,objecttype,column,"The number of IP multicast datagrams transmitted. This object counts the same datagrams as ipSystemStatsOutMcastPkts, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutMcastOctets,1.3.6.1.2.1.4.31.1.1.40,counter32,read-only,objecttype,column,"The total number of octets transmitted in IP multicast datagrams. Octets from datagrams counted in ipSystemStatsOutMcastPkts MUST be counted here. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCOutMcastOctets,1.3.6.1.2.1.4.31.1.1.41,counter64,read-only,objecttype,column,"The total number of octets transmitted in IP multicast datagrams. This object counts the same octets as ipSystemStatsOutMcastOctets, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsInBcastPkts,1.3.6.1.2.1.4.31.1.1.42,counter32,read-only,objecttype,column,"The number of IP broadcast datagrams received. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCInBcastPkts,1.3.6.1.2.1.4.31.1.1.43,counter64,read-only,objecttype,column,"The number of IP broadcast datagrams received. This object counts the same datagrams as ipSystemStatsInBcastPkts but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsOutBcastPkts,1.3.6.1.2.1.4.31.1.1.44,counter32,read-only,objecttype,column,"The number of IP broadcast datagrams transmitted. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsHCOutBcastPkts,1.3.6.1.2.1.4.31.1.1.45,counter64,read-only,objecttype,column,"The number of IP broadcast datagrams transmitted. This object counts the same datagrams as ipSystemStatsOutBcastPkts, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipSystemStatsDiscontinuityTime."
ipSystemStatsDiscontinuityTime,1.3.6.1.2.1.4.31.1.1.46,timestamp,read-only,objecttype,column,"The value of sysUpTime on the most recent occasion at which any one or more of this entry's counters suffered a discontinuity. If no such discontinuities have occurred since the last re- initialization of the local management subsystem, then this object contains a zero value."
ipSystemStatsRefreshRate,1.3.6.1.2.1.4.31.1.1.47,unsigned32,read-only,objecttype,column,"The minimum reasonable polling interval for this entry. This object provides an indication of the minimum amount of time required to update the counters in this entry."
ipIfStatsTableLastChange,1.3.6.1.2.1.4.31.2,timestamp,read-only,objecttype,scalar,"The value of sysUpTime on the most recent occasion at which a row in the ipIfStatsTable was added or deleted. If new objects are added to the ipIfStatsTable that require the ipIfStatsTableLastChange to be updated when they are modified, they must specify that requirement in their description clause."
ipIfStatsTable,1.3.6.1.2.1.4.31.3,,no-access,objecttype,table,"The table containing per-interface traffic statistics. This table and the ipSystemStatsTable contain similar objects whose difference is in their granularity. Where this table contains per-interface statistics, the ipSystemStatsTable contains the same statistics, but counted on a system wide basis."
ipIfStatsEntry,1.3.6.1.2.1.4.31.3.1,,no-access,objecttype,row,"An interface statistics entry containing objects for a particular interface and version of IP."
ipIfStatsIPVersion,1.3.6.1.2.1.4.31.3.1.1,inetversion,no-access,objecttype,column,"The IP version of this row."
ipIfStatsIfIndex,1.3.6.1.2.1.4.31.3.1.2,interfaceindex,no-access,objecttype,column,"The index value that uniquely identifies the interface to which this entry is applicable. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex."
ipIfStatsInReceives,1.3.6.1.2.1.4.31.3.1.3,counter32,read-only,objecttype,column,"The total number of input IP datagrams received, including those received in error. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCInReceives,1.3.6.1.2.1.4.31.3.1.4,counter64,read-only,objecttype,column,"The total number of input IP datagrams received, including those received in error. This object counts the same datagrams as ipIfStatsInReceives, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInOctets,1.3.6.1.2.1.4.31.3.1.5,counter32,read-only,objecttype,column,"The total number of octets received in input IP datagrams, including those received in error. Octets from datagrams counted in ipIfStatsInReceives MUST be counted here. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCInOctets,1.3.6.1.2.1.4.31.3.1.6,counter64,read-only,objecttype,column,"The total number of octets received in input IP datagrams, including those received in error. This object counts the same octets as ipIfStatsInOctets, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInHdrErrors,1.3.6.1.2.1.4.31.3.1.7,counter32,read-only,objecttype,column,"The number of input IP datagrams discarded due to errors in their IP headers, including version number mismatch, other format errors, hop count exceeded, errors discovered in processing their IP options, etc. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInNoRoutes,1.3.6.1.2.1.4.31.3.1.8,counter32,read-only,objecttype,column,"The number of input IP datagrams discarded because no route could be found to transmit them to their destination. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInAddrErrors,1.3.6.1.2.1.4.31.3.1.9,counter32,read-only,objecttype,column,"The number of input IP datagrams discarded because the IP address in their IP header's destination field was not a valid address to be received at this entity. This count includes invalid addresses (e.g., ::0). For entities that are not IP routers and therefore do not forward datagrams, this counter includes datagrams discarded because the destination address was not a local address. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInUnknownProtos,1.3.6.1.2.1.4.31.3.1.10,counter32,read-only,objecttype,column,"The number of locally-addressed IP datagrams received successfully but discarded because of an unknown or unsupported protocol. When tracking interface statistics, the counter of the interface to which these datagrams were addressed is incremented. This interface might not be the same as the input interface for some of the datagrams. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInTruncatedPkts,1.3.6.1.2.1.4.31.3.1.11,counter32,read-only,objecttype,column,"The number of input IP datagrams discarded because the datagram frame didn't carry enough data. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInForwDatagrams,1.3.6.1.2.1.4.31.3.1.12,counter32,read-only,objecttype,column,"The number of input datagrams for which this entity was not their final IP destination and for which this entity attempted to find a route to forward them to that final destination. In entities that do not act as IP routers, this counter will include only those datagrams that were Source-Routed via this entity, and the Source-Route processing was successful. When tracking interface statistics, the counter of the incoming interface is incremented for each datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCInForwDatagrams,1.3.6.1.2.1.4.31.3.1.13,counter64,read-only,objecttype,column,"The number of input datagrams for which this entity was not their final IP destination and for which this entity attempted to find a route to forward them to that final destination. This object counts the same packets as ipIfStatsInForwDatagrams, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsReasmReqds,1.3.6.1.2.1.4.31.3.1.14,counter32,read-only,objecttype,column,"The number of IP fragments received that needed to be reassembled at this interface. When tracking interface statistics, the counter of the interface to which these fragments were addressed is incremented. This interface might not be the same as the input interface for some of the fragments. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsReasmOKs,1.3.6.1.2.1.4.31.3.1.15,counter32,read-only,objecttype,column,"The number of IP datagrams successfully reassembled. When tracking interface statistics, the counter of the interface to which these datagrams were addressed is incremented. This interface might not be the same as the input interface for some of the datagrams. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsReasmFails,1.3.6.1.2.1.4.31.3.1.16,counter32,read-only,objecttype,column,"The number of failures detected by the IP re-assembly algorithm (for whatever reason: timed out, errors, etc.). Note that this is not necessarily a count of discarded IP fragments since some algorithms (notably the algorithm in RFC 815) can lose track of the number of fragments by combining them as they are received. When tracking interface statistics, the counter of the interface to which these fragments were addressed is incremented. This interface might not be the same as the input interface for some of the fragments. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInDiscards,1.3.6.1.2.1.4.31.3.1.17,counter32,read-only,objecttype,column,"The number of input IP datagrams for which no problems were encountered to prevent their continued processing, but were discarded (e.g., for lack of buffer space). Note that this counter does not include any datagrams discarded while awaiting re-assembly. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInDelivers,1.3.6.1.2.1.4.31.3.1.18,counter32,read-only,objecttype,column,"The total number of datagrams successfully delivered to IP user-protocols (including ICMP). When tracking interface statistics, the counter of the interface to which these datagrams were addressed is incremented. This interface might not be the same as the input interface for some of the datagrams. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCInDelivers,1.3.6.1.2.1.4.31.3.1.19,counter64,read-only,objecttype,column,"The total number of datagrams successfully delivered to IP user-protocols (including ICMP). This object counts the same packets as ipIfStatsInDelivers, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutRequests,1.3.6.1.2.1.4.31.3.1.20,counter32,read-only,objecttype,column,"The total number of IP datagrams that local IP user- protocols (including ICMP) supplied to IP in requests for transmission. Note that this counter does not include any datagrams counted in ipIfStatsOutForwDatagrams. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCOutRequests,1.3.6.1.2.1.4.31.3.1.21,counter64,read-only,objecttype,column,"The total number of IP datagrams that local IP user- protocols (including ICMP) supplied to IP in requests for transmission. This object counts the same packets as ipIfStatsOutRequests, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutForwDatagrams,1.3.6.1.2.1.4.31.3.1.23,counter32,read-only,objecttype,column,"The number of datagrams for which this entity was not their final IP destination and for which it was successful in finding a path to their final destination. In entities that do not act as IP routers, this counter will include only those datagrams that were Source-Routed via this entity, and the Source-Route processing was successful. When tracking interface statistics, the counter of the outgoing interface is incremented for a successfully forwarded datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCOutForwDatagrams,1.3.6.1.2.1.4.31.3.1.24,counter64,read-only,objecttype,column,"The number of datagrams for which this entity was not their final IP destination and for which it was successful in finding a path to their final destination. This object counts the same packets as ipIfStatsOutForwDatagrams, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutDiscards,1.3.6.1.2.1.4.31.3.1.25,counter32,read-only,objecttype,column,"The number of output IP datagrams for which no problem was encountered to prevent their transmission to their destination, but were discarded (e.g., for lack of buffer space). Note that this counter would include datagrams counted in ipIfStatsOutForwDatagrams if any such datagrams met this (discretionary) discard criterion. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutFragReqds,1.3.6.1.2.1.4.31.3.1.26,counter32,read-only,objecttype,column,"The number of IP datagrams that would require fragmentation in order to be transmitted. When tracking interface statistics, the counter of the outgoing interface is incremented for a successfully fragmented datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutFragOKs,1.3.6.1.2.1.4.31.3.1.27,counter32,read-only,objecttype,column,"The number of IP datagrams that have been successfully fragmented. When tracking interface statistics, the counter of the outgoing interface is incremented for a successfully fragmented datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutFragFails,1.3.6.1.2.1.4.31.3.1.28,counter32,read-only,objecttype,column,"The number of IP datagrams that have been discarded because they needed to be fragmented but could not be. This includes IPv4 packets that have the DF bit set and IPv6 packets that are being forwarded and exceed the outgoing link MTU. When tracking interface statistics, the counter of the outgoing interface is incremented for an unsuccessfully fragmented datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutFragCreates,1.3.6.1.2.1.4.31.3.1.29,counter32,read-only,objecttype,column,"The number of output datagram fragments that have been generated as a result of IP fragmentation. When tracking interface statistics, the counter of the outgoing interface is incremented for a successfully fragmented datagram. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutTransmits,1.3.6.1.2.1.4.31.3.1.30,counter32,read-only,objecttype,column,"The total number of IP datagrams that this entity supplied to the lower layers for transmission. This includes datagrams generated locally and those forwarded by this entity. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCOutTransmits,1.3.6.1.2.1.4.31.3.1.31,counter64,read-only,objecttype,column,"The total number of IP datagrams that this entity supplied to the lower layers for transmission. This object counts the same datagrams as ipIfStatsOutTransmits, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutOctets,1.3.6.1.2.1.4.31.3.1.32,counter32,read-only,objecttype,column,"The total number of octets in IP datagrams delivered to the lower layers for transmission. Octets from datagrams counted in ipIfStatsOutTransmits MUST be counted here. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCOutOctets,1.3.6.1.2.1.4.31.3.1.33,counter64,read-only,objecttype,column,"The total number of octets in IP datagrams delivered to the lower layers for transmission. This objects counts the same octets as ipIfStatsOutOctets, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInMcastPkts,1.3.6.1.2.1.4.31.3.1.34,counter32,read-only,objecttype,column,"The number of IP multicast datagrams received. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCInMcastPkts,1.3.6.1.2.1.4.31.3.1.35,counter64,read-only,objecttype,column,"The number of IP multicast datagrams received. This object counts the same datagrams as ipIfStatsInMcastPkts, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInMcastOctets,1.3.6.1.2.1.4.31.3.1.36,counter32,read-only,objecttype,column,"The total number of octets received in IP multicast datagrams. Octets from datagrams counted in ipIfStatsInMcastPkts MUST be counted here. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCInMcastOctets,1.3.6.1.2.1.4.31.3.1.37,counter64,read-only,objecttype,column,"The total number of octets received in IP multicast datagrams. This object counts the same octets as ipIfStatsInMcastOctets, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutMcastPkts,1.3.6.1.2.1.4.31.3.1.38,counter32,read-only,objecttype,column,"The number of IP multicast datagrams transmitted. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCOutMcastPkts,1.3.6.1.2.1.4.31.3.1.39,counter64,read-only,objecttype,column,"The number of IP multicast datagrams transmitted. This object counts the same datagrams as ipIfStatsOutMcastPkts, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutMcastOctets,1.3.6.1.2.1.4.31.3.1.40,counter32,read-only,objecttype,column,"The total number of octets transmitted in IP multicast datagrams. Octets from datagrams counted in ipIfStatsOutMcastPkts MUST be counted here. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCOutMcastOctets,1.3.6.1.2.1.4.31.3.1.41,counter64,read-only,objecttype,column,"The total number of octets transmitted in IP multicast datagrams. This object counts the same octets as ipIfStatsOutMcastOctets, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsInBcastPkts,1.3.6.1.2.1.4.31.3.1.42,counter32,read-only,objecttype,column,"The number of IP broadcast datagrams received. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCInBcastPkts,1.3.6.1.2.1.4.31.3.1.43,counter64,read-only,objecttype,column,"The number of IP broadcast datagrams received. This object counts the same datagrams as ipIfStatsInBcastPkts, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsOutBcastPkts,1.3.6.1.2.1.4.31.3.1.44,counter32,read-only,objecttype,column,"The number of IP broadcast datagrams transmitted. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsHCOutBcastPkts,1.3.6.1.2.1.4.31.3.1.45,counter64,read-only,objecttype,column,"The number of IP broadcast datagrams transmitted. This object counts the same datagrams as ipIfStatsOutBcastPkts, but allows for larger values. Discontinuities in the value of this counter can occur at re-initialization of the management system, and at other times as indicated by the value of ipIfStatsDiscontinuityTime."
ipIfStatsDiscontinuityTime,1.3.6.1.2.1.4.31.3.1.46,timestamp,read-only,objecttype,column,"The value of sysUpTime on the most recent occasion at which any one or more of this entry's counters suffered a discontinuity. If no such discontinuities have occurred since the last re- initialization of the local management subsystem, then this object contains a zero value."
ipIfStatsRefreshRate,1.3.6.1.2.1.4.31.3.1.47,unsigned32,read-only,objecttype,column,"The minimum reasonable polling interval for this entry. This object provides an indication of the minimum amount of time required to update the counters in this entry."
ipAddressPrefixTable,1.3.6.1.2.1.4.32,,no-access,objecttype,table,"This table allows the user to determine the source of an IP address or set of IP addresses, and allows other tables to share the information via pointer rather than by copying. For example, when the node configures both a unicast and anycast address for a prefix, the ipAddressPrefix objects for those addresses will point to a single row in this table. This table primarily provides support for IPv6 prefixes, and several of the objects are less meaningful for IPv4. The table continues to allow IPv4 addresses to allow future flexibility. In order to promote a common configuration, this document includes suggestions for default values for IPv4 prefixes. Each of these values may be overridden if an object is meaningful to the node. All prefixes used by this entity should be included in this table independent of how the entity learned the prefix. (This table isn't limited to prefixes learned from router advertisements.)"
ipAddressPrefixEntry,1.3.6.1.2.1.4.32.1,,no-access,objecttype,row,"An entry in the ipAddressPrefixTable."
ipAddressPrefixIfIndex,1.3.6.1.2.1.4.32.1.1,interfaceindex,no-access,objecttype,column,"The index value that uniquely identifies the interface on which this prefix is configured. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex."
ipAddressPrefixType,1.3.6.1.2.1.4.32.1.2,inetaddresstype,no-access,objecttype,column,"The address type of ipAddressPrefix."
ipAddressPrefixPrefix,1.3.6.1.2.1.4.32.1.3,inetaddress,no-access,objecttype,column,"The address prefix. The address type of this object is specified in ipAddressPrefixType. The length of this object is the standard length for objects of that type (4 or 16 bytes). Any bits after ipAddressPrefixLength must be zero. Implementors need to be aware that, if the size of ipAddressPrefixPrefix exceeds 114 octets, then OIDS of instances of columns in this row will have more than 128 sub-identifiers and cannot be accessed using SNMPv1, SNMPv2c, or SNMPv3."
ipAddressPrefixLength,1.3.6.1.2.1.4.32.1.4,inetaddressprefixlength,no-access,objecttype,column,"The prefix length associated with this prefix. The value 0 has no special meaning for this object. It simply refers to address '::/0'."
ipAddressPrefixOrigin,1.3.6.1.2.1.4.32.1.5,ipaddressprefixorigintc,read-only,objecttype,column,"The origin of this prefix."
ipAddressPrefixOnLinkFlag,1.3.6.1.2.1.4.32.1.6,truthvalue,read-only,objecttype,column,"This object has the value 'true(1)', if this prefix can be used for on-link determination; otherwise, the value is 'false(2)'. The default for IPv4 prefixes is 'true(1)'."
ipAddressPrefixAutonomousFlag,1.3.6.1.2.1.4.32.1.7,truthvalue,read-only,objecttype,column,"Autonomous address configuration flag. When true(1), indicates that this prefix can be used for autonomous address configuration (i.e., can be used to form a local interface address). If false(2), it is not used to auto- configure a local interface address. The default for IPv4 prefixes is 'false(2)'."
ipAddressPrefixAdvPreferredLifetime,1.3.6.1.2.1.4.32.1.8,unsigned32,read-only,objecttype,column,"The remaining length of time, in seconds, that this prefix will continue to be preferred, i.e., time until deprecation. A value of 4,294,967,295 represents infinity. The address generated from a deprecated prefix should no longer be used as a source address in new communications, but packets received on such an interface are processed as expected. The default for IPv4 prefixes is 4,294,967,295 (infinity)."
ipAddressPrefixAdvValidLifetime,1.3.6.1.2.1.4.32.1.9,unsigned32,read-only,objecttype,column,"The remaining length of time, in seconds, that this prefix will continue to be valid, i.e., time until invalidation. A value of 4,294,967,295 represents infinity. The address generated from an invalidated prefix should not appear as the destination or source address of a packet. The default for IPv4 prefixes is 4,294,967,295 (infinity)."
ipAddressSpinLock,1.3.6.1.2.1.4.33,testandincr,read-write,objecttype,scalar,"An advisory lock used to allow cooperating SNMP managers to coordinate their use of the set operation in creating or modifying rows within this table. In order to use this lock to coordinate the use of set operations, managers should first retrieve ipAddressTableSpinLock. They should then determine the appropriate row to create or modify. Finally, they should issue the appropriate set command, including the retrieved value of ipAddressSpinLock. If another manager has altered the table in the meantime, then the value of ipAddressSpinLock will have changed, and the creation will fail as it will be specifying an incorrect value for ipAddressSpinLock. It is suggested, but not required, that the ipAddressSpinLock be the first var bind for each set of objects representing a 'row' in a PDU."
ipAddressTable,1.3.6.1.2.1.4.34,,no-access,objecttype,table,"This table contains addressing information relevant to the entity's interfaces. This table does not contain multicast address information. Tables for such information should be contained in multicast specific MIBs, such as RFC 3019. While this table is writable, the user will note that several objects, such as ipAddressOrigin, are not. The intention in allowing a user to write to this table is to allow them to add or remove any entry that isn't permanent. The user should be allowed to modify objects and entries when that would not cause inconsistencies within the table. Allowing write access to objects, such as ipAddressOrigin, could allow a user to insert an entry and then label it incorrectly. Note well: When including IPv6 link-local addresses in this table, the entry must use an InetAddressType of 'ipv6z' in order to differentiate between the possible interfaces."
ipAddressEntry,1.3.6.1.2.1.4.34.1,,no-access,objecttype,row,"An address mapping for a particular interface."
ipAddressAddrType,1.3.6.1.2.1.4.34.1.1,inetaddresstype,no-access,objecttype,column,"The address type of ipAddressAddr."
ipAddressAddr,1.3.6.1.2.1.4.34.1.2,inetaddress,no-access,objecttype,column,"The IP address to which this entry's addressing information pertains. The address type of this object is specified in ipAddressAddrType. Implementors need to be aware that if the size of ipAddressAddr exceeds 116 octets, then OIDS of instances of columns in this row will have more than 128 sub-identifiers and cannot be accessed using SNMPv1, SNMPv2c, or SNMPv3."
ipAddressIfIndex,1.3.6.1.2.1.4.34.1.3,interfaceindex,read-only,objecttype,column,"The index value that uniquely identifies the interface to which this entry is applicable. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex."
ipAddressType,1.3.6.1.2.1.4.34.1.4,integer,read-only,objecttype,column,"The type of address. broadcast(3) is not a valid value for IPv6 addresses (RFC 3513). Enumeration: 'unicast': 1, 'broadcast': 3, 'anycast': 2."
ipAddressPrefix,1.3.6.1.2.1.4.34.1.5,rowpointer,read-only,objecttype,column,"A pointer to the row in the prefix table to which this address belongs. May be { 0 0 } if there is no such row."
ipAddressOrigin,1.3.6.1.2.1.4.34.1.6,ipaddressorigintc,read-only,objecttype,column,"The origin of the address."
ipAddressStatus,1.3.6.1.2.1.4.34.1.7,ipaddressstatustc,read-only,objecttype,column,"The status of the address, describing if the address can be used for communication. In the absence of other information, an IPv4 address is always preferred(1)."
ipAddressCreated,1.3.6.1.2.1.4.34.1.8,timestamp,read-only,objecttype,column,"The value of sysUpTime at the time this entry was created. If this entry was created prior to the last re- initialization of the local network management subsystem, then this object contains a zero value."
ipAddressLastChanged,1.3.6.1.2.1.4.34.1.9,timestamp,read-only,objecttype,column,"The value of sysUpTime at the time this entry was last updated. If this entry was updated prior to the last re- initialization of the local network management subsystem, then this object contains a zero value."
ipAddressRowStatus,1.3.6.1.2.1.4.34.1.10,rowstatus,read-only,objecttype,column,"The status of this conceptual row. The RowStatus TC requires that this DESCRIPTION clause states under which circumstances other objects in this row can be modified. The value of this object has no effect on whether other objects in this conceptual row can be modified. A conceptual row can not be made active until the ipAddressIfIndex has been set to a valid index."
ipAddressStorageType,1.3.6.1.2.1.4.34.1.11,storagetype,read-only,objecttype,column,"The storage type for this conceptual row. If this object has a value of 'permanent', then no other objects are required to be able to be modified."
ipNetToPhysicalTable,1.3.6.1.2.1.4.35,,no-access,objecttype,table,"The IP Address Translation table used for mapping from IP addresses to physical addresses. The Address Translation tables contain the IP address to 'physical' address equivalences. Some interfaces do not use translation tables for determining address equivalences (e.g., DDN-X.25 has an algorithmic method); if all interfaces are of this type, then the Address Translation table is empty, i.e., has zero entries. While many protocols may be used to populate this table, ARP and Neighbor Discovery are the most likely options."
ipNetToPhysicalEntry,1.3.6.1.2.1.4.35.1,,no-access,objecttype,row,"Each entry contains one IP address to `physical' address equivalence."
ipNetToPhysicalIfIndex,1.3.6.1.2.1.4.35.1.1,interfaceindex,no-access,objecttype,column,"The index value that uniquely identifies the interface to which this entry is applicable. The interface identified by a particular value of this index is the same interface as identified by the same value of the IF-MIB's ifIndex."
ipNetToPhysicalNetAddressType,1.3.6.1.2.1.4.35.1.2,inetaddresstype,no-access,objecttype,column,"The type of ipNetToPhysicalNetAddress."
